Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Male,No,0.0,Not Graduate,,7214,1583,105.0,300.0,1.0,Urban,Y
Male,Yes,3.0,Graduate,No,3926,2207,258.0,360.0,1.0,Rural,N
Male,No,,Graduate,No,5311,1507,159.0,120.0,1.0,Semiurban,Y
Male,Yes,2.0,Graduate,No,4280,1184,122.0,180.0,1.0,Urban,N
Male,Yes,0.0,Graduate,No,7105,2843,115.0,180.0,1.0,Rural,Y
Female,Yes,0.0,Graduate,No,9355,1871,81.0,360.0,0.0,Urban,Y
Male,No,0.0,Graduate,No,14929,454,171.0,,,Semiurban,N
Male,No,1.0,Graduate,No,4508,1451,280.0,240.0,1.0,Urban,N
Male,Yes,0.0,Graduate,No,2742,1023,119.0,360.0,1.0,Semiurban,Y
Male,Yes,0.0,Graduate,No,4844,915,73.0,,1.0,Semiurban,Y
Female,Yes,1.0,Graduate,No,8780,1922,186.0,300.0,1.0,Urban,Y
Female,Yes,3.0,Graduate,No,3696,1516,103.0,360.0,1.0,Urban,Y
Male,Yes,0.0,Graduate,No,5607,1895,81.0,180.0,1.0,Semiurban,Y
Male,Yes,0.0,Graduate,No,7256,2567,54.0,360.0,0.0,Urban,Y
Male,No,0.0,Graduate,No,4552,1253,168.0,300.0,1.0,Urban,N
,Yes,0.0,Graduate,No,6222,2493,226.0,360.0,1.0,Semiurban,Y
Male,Yes,2.0,Graduate,No,3523,798,63.0,360.0,1.0,Rural,Y
Male,Yes,2.0,Not Graduate,No,9648,2948,109.0,360.0,1.0,Urban,Y
Male,No,1.0,Graduate,No,5015,862,114.0,120.0,1.0,Urban,Y
Male,No,0.0,Graduate,No,6140,520,84.0,360.0,1.0,Rural,Y
Male,No,2.0,Graduate,No,2185,1751,254.0,180.0,1.0,Urban,Y
Male,Yes,1.0,Not Graduate,Yes,3285,1289,52.0,360.0,0.0,Semiurban,N
Male,Yes,2.0,Graduate,No,8648,1411,,360.0,1.0,Rural,Y
Male,Yes,1.0,Graduate,No,4522,460,176.0,360.0,1.0,Rural,Y
Male,No,2.0,Graduate,No,3610,484,83.0,360.0,1.0,Urban,Y
Female,No,1.0,Graduate,Yes,2630,1001,72.0,360.0,1.0,Urban,Y
Female,No,0.0,Graduate,No,9565,2196,91.0,360.0,1.0,Urban,Y
Male,No,3.0,Graduate,No,7649,1037,41.0,300.0,1.0,Rural,Y
Male,No,1.0,Not Graduate,No,7423,494,284.0,360.0,1.0,Rural,N
Male,Yes,1.0,Not Graduate,No,11254,2957,95.0,360.0,1.0,Urban,Y
Male,No,0.0,Graduate,No,4808,476,103.0,360.0,1.0,Semiurban,Y
Male,Yes,1.0,Graduate,No,2759,1445,309.0,360.0,1.0,Rural,N
Female,Yes,1.0,Not Graduate,Yes,5759,2206,46.0,360.0,1.0,Urban,Y
Male,Yes,0.0,Graduate,No,12224,948,119.0,360.0,1.0,Urban,Y
Male,Yes,0.0,Graduate,No,5813,2202,188.0,,1.0,Urban,Y
Male,Yes,1.0,Graduate,Yes,9245,3677,284.0,300.0,1.0,Semiurban,N
Male,Yes,2.0,Graduate,No,2813,2141,49.0,,1.0,Rural,Y
Male,Yes,1.0,Graduate,No,3887,1256,305.0,360.0,,Rural,N
Female,Yes,0.0,Graduate,No,8417,1418,108.0,180.0,1.0,Urban,Y
Male,Yes,1.0,Graduate,No,6083,142,109.0,300.0,1.0,Urban,Y
Female,Yes,0.0,Graduate,No,5360,847,64.0,360.0,1.0,Semiurban,Y
Female,Yes,0.0,Graduate,No,9188,153,133.0,120.0,1.0,Rural,Y
Male,Yes,0.0,Graduate,No,8366,620,306.0,360.0,1.0,Semiurban,N
Male,No,0.0,Not Graduate,Yes,6158,1333,131.0,360.0,1.0,Semiurban,Y
Male,No,0.0,Graduate,No,1445,1671,79.0,360.0,1.0,Semiurban,Y
Male,No,0.0,Graduate,No,5647,1937,88.0,360.0,1.0,Urban,Y
Male,No,0.0,Not Graduate,No,6837,4466,90.0,360.0,1.0,Semiurban,Y
Female,Yes,0.0,Not Graduate,No,2216,335,264.0,360.0,0.0,Rural,N
Male,No,1.0,Graduate,No,6732,598,294.0,180.0,1.0,Urban,N
Male,Yes,0.0,Graduate,No,9375,1621,52.0,360.0,1.0,Semiurban,Y
Female,Yes,0.0,Graduate,No,5642,2341,,360.0,0.0,Urban,Y
Male,No,2.0,Not Graduate,No,3411,762,72.0,360.0,1.0,Semiurban,Y
Female,Yes,,Not Graduate,No,1551,1521,93.0,360.0,1.0,Semiurban,Y
Male,No,1.0,Not Graduate,No,6793,1705,323.0,180.0,0.0,Semiurban,N
Male,No,0.0,Graduate,No,2363,3927,302.0,360.0,1.0,Rural,N
Female,No,0.0,Graduate,No,7396,386,127.0,360.0,1.0,Urban,Y
Male,No,1.0,Graduate,No,11955,1895,100.0,180.0,1.0,Semiurban,Y
Female,Yes,1.0,Graduate,No,1681,2391,35.0,360.0,1.0,Urban,Y
Female,Yes,2.0,Graduate,No,3975,2037,142.0,360.0,1.0,Rural,Y
Female,Yes,1.0,Graduate,No,5074,3173,134.0,360.0,1.0,Urban,Y
,Yes,3.0,Graduate,No,12266,496,63.0,,1.0,Rural,Y
Male,No,0.0,Graduate,No,5959,115,157.0,180.0,1.0,Urban,Y
Female,No,0.0,Graduate,No,4543,3050,203.0,360.0,1.0,Urban,N
Female,No,0.0,Graduate,Yes,8780,985,62.0,180.0,1.0,Urban,Y
Female,Yes,0.0,Graduate,,4661,1260,96.0,360.0,1.0,Rural,Y
Male,Yes,1.0,Graduate,Yes,3847,1387,198.0,360.0,1.0,Urban,Y
Male,Yes,1.0,Not Graduate,No,7344,1469,85.0,360.0,1.0,Urban,Y
Female,Yes,0.0,Graduate,No,9097,2563,94.0,360.0,1.0,Urban,Y
Male,No,3.0,Not Graduate,No,1289,1848,98.0,240.0,1.0,Urban,N
Female,Yes,2.0,Graduate,No,3834,364,161.0,360.0,1.0,Urban,Y
,Yes,0.0,Graduate,No,6186,1240,218.0,360.0,1.0,Semiurban,N
Male,Yes,0.0,Graduate,No,5178,1679,276.0,360.0,1.0,Urban,N
Female,No,0.0,Graduate,No,5568,1976,210.0,240.0,1.0,Semiurban,N
Female,No,0.0,Not Graduate,No,3428,1178,127.0,360.0,1.0,Urban,Y
Male,Yes,0.0,Graduate,No,7597,840,176.0,360.0,1.0,Semiurban,Y
Female,Yes,1.0,Not Graduate,No,10793,2663,59.0,360.0,1.0,Semiurban,Y
Male,Yes,0.0,Graduate,No,3791,967,344.0,360.0,1.0,Urban,N
Female,Yes,,Not Graduate,No,7594,2122,81.0,300.0,1.0,Urban,Y
Male,No,3.0,Graduate,No,8688,2527,,360.0,1.0,Urban,Y
Female,No,1.0,Not Graduate,No,6165,1609,138.0,360.0,1.0,Urban,N
Male,Yes,3.0,Graduate,Yes,7449,759,56.0,240.0,1.0,Semiurban,Y
Male,Yes,0.0,Graduate,No,4006,1857,81.0,360.0,0.0,Semiurban,N
Female,No,0.0,Graduate,No,10518,1076,225.0,360.0,1.0,Semiurban,N
Male,Yes,1.0,Not Graduate,No,9128,5579,118.0,300.0,1.0,Urban,Y
Male,No,0.0,Graduate,No,9596,2427,73.0,120.0,1.0,Urban,N
Female,Yes,0.0,Graduate,No,3141,2366,109.0,,1.0,Urban,Y
Female,Yes,1.0,Not Graduate,No,7026,2954,73.0,300.0,1.0,Semiurban,Y
Male,Yes,1.0,Graduate,No,4149,163,94.0,240.0,,Semiurban,N
Male,Yes,0.0,Graduate,Yes,10924,1243,48.0,240.0,0.0,Urban,Y
Male,No,0.0,Graduate,Yes,3830,2843,127.0,300.0,0.0,Rural,N
Male,Yes,0.0,Graduate,No,6279,840,137.0,360.0,0.0,Urban,N
Male,Yes,0.0,Not Graduate,No,1887,304,94.0,360.0,1.0,Rural,Y
Female,Yes,0.0,Not Graduate,No,6264,1490,224.0,300.0,0.0,Urban,N
,Yes,0.0,Graduate,Yes,3160,612,97.0,360.0,1.0,Rural,Y
Female,Yes,0.0,Not Graduate,No,7189,683,118.0,360.0,0.0,Urban,Y
Female,Yes,3.0,Graduate,No,5250,1173,91.0,360.0,1.0,Rural,Y
Male,No,1.0,Graduate,No,4727,444,103.0,360.0,1.0,Urban,Y
Male,Yes,2.0,Graduate,Yes,11050,1122,180.0,360.0,1.0,Urban,Y
Male,Yes,0.0,Graduate,Yes,13956,1629,61.0,240.0,1.0,Urban,Y
Male,No,0.0,Graduate,No,2699,4784,157.0,300.0,1.0,Rural,Y
Male,Yes,0.0,Not Graduate,Yes,4799,903,85.0,360.0,1.0,Rural,Y
Female,No,0.0,Not Graduate,No,8137,1194,62.0,360.0,1.0,Urban,Y
Male,Yes,0.0,Graduate,No,6658,2063,104.0,360.0,1.0,Semiurban,Y
Male,No,2.0,Graduate,Yes,7935,1018,264.0,300.0,1.0,Semiurban,Y
Male,No,1.0,Graduate,No,5426,795,168.0,360.0,1.0,Urban,Y
Female,No,,Not Graduate,No,9299,2867,103.0,360.0,1.0,Urban,Y
Male,No,0.0,Not Graduate,Yes,6155,3766,75.0,360.0,1.0,Rural,Y
Male,Yes,3.0,Graduate,No,6836,1008,297.0,300.0,0.0,Semiurban,N
Male,No,0.0,Not Graduate,No,3162,778,146.0,360.0,1.0,Urban,Y
Female,Yes,,Graduate,No,5870,680,129.0,360.0,1.0,Urban,N
Male,Yes,0.0,Graduate,No,8176,2115,166.0,360.0,1.0,Urban,Y
Female,Yes,2.0,Graduate,Yes,6491,3168,175.0,360.0,0.0,Semiurban,N
Female,Yes,3.0,Graduate,No,12715,1796,97.0,180.0,1.0,Urban,Y
Male,Yes,0.0,Graduate,No,5989,2169,192.0,360.0,1.0,Semiurban,N
Male,Yes,2.0,Graduate,No,7030,2724,54.0,180.0,1.0,Urban,Y
Female,Yes,2.0,Graduate,No,6139,3835,171.0,360.0,1.0,Urban,Y
Male,No,0.0,Graduate,,5510,1842,100.0,300.0,0.0,Urban,Y
Male,No,0.0,Graduate,No,8291,971,228.0,360.0,1.0,Rural,Y
Female,Yes,0.0,Graduate,No,5335,2272,96.0,,1.0,Urban,Y
Female,Yes,3.0,Graduate,No,3063,2941,207.0,360.0,1.0,Rural,Y
Female,Yes,0.0,Not Graduate,No,10823,1095,148.0,360.0,1.0,Urban,Y
Female,Yes,2.0,Graduate,No,4210,155,414.0,360.0,1.0,Semiurban,N
Male,Yes,0.0,Graduate,Yes,2630,950,188.0,360.0,1.0,Urban,N
Male,Yes,2.0,Graduate,No,7422,440,131.0,240.0,1.0,Semiurban,Y
Female,Yes,0.0,Not Graduate,No,11448,990,44.0,240.0,1.0,Rural,Y
Male,No,1.0,Not Graduate,,7502,1260,220.0,360.0,1.0,Urban,N
Male,Yes,2.0,Graduate,No,10126,1927,227.0,180.0,1.0,Urban,Y
Female,Yes,2.0,Graduate,No,3625,2152,105.0,360.0,1.0,Semiurban,Y
Male,Yes,2.0,Not Graduate,No,3085,1042,87.0,180.0,1.0,Urban,Y
Male,Yes,0.0,Graduate,Yes,4791,2015,196.0,360.0,1.0,Semiurban,Y
Male,Yes,1.0,Graduate,,8990,1905,147.0,360.0,1.0,Urban,Y
Male,No,0.0,Graduate,No,7200,1882,116.0,360.0,1.0,Semiurban,Y
Male,Yes,0.0,Graduate,No,7441,713,162.0,240.0,0.0,Semiurban,N
Male,Yes,1.0,Graduate,No,5988,2294,105.0,300.0,1.0,Urban,Y
Male,No,0.0,Graduate,No,4835,1559,225.0,,,Semiurban,N
,No,1.0,Graduate,No,6112,1287,110.0,180.0,0.0,Semiurban,N
Female,No,3.0,Not Graduate,No,5248,770,196.0,360.0,1.0,Urban,N
Male,Yes,0.0,Graduate,No,4677,1020,,360.0,1.0,Urban,Y
Female,No,1.0,Not Graduate,No,6740,2533,152.0,180.0,,Semiurban,N
Male,Yes,,Graduate,No,5016,2009,292.0,360.0,1.0,Urban,N
Male,Yes,0.0,Graduate,No,6393,837,98.0,360.0,0.0,Rural,N
Female,Yes,,Graduate,No,2002,1492,190.0,300.0,1.0,Semiurban,Y
Male,Yes,3.0,Not Graduate,No,6154,1946,259.0,360.0,1.0,Urban,N
Female,Yes,2.0,Not Graduate,Yes,5002,886,186.0,300.0,1.0,Rural,Y
Male,Yes,3.0,Graduate,No,10372,2267,232.0,360.0,1.0,Urban,Y
Female,No,3.0,Not Graduate,No,2569,239,138.0,360.0,1.0,Semiurban,N
Male,No,0.0,Graduate,No,5946,2253,181.0,240.0,1.0,Urban,Y
Female,No,0.0,Not Graduate,No,8221,2151,207.0,360.0,1.0,Semiurban,N
Male,Yes,1.0,Graduate,No,5346,1661,129.0,360.0,1.0,Semiurban,Y
Female,No,0.0,Not Graduate,No,4923,1141,375.0,300.0,1.0,Semiurban,N
Male,Yes,0.0,Graduate,Yes,8208,637,81.0,360.0,1.0,Urban,Y
Male,No,0.0,Graduate,No,7121,1398,73.0,360.0,1.0,Urban,Y
Female,Yes,1.0,Graduate,No,7363,1860,276.0,360.0,1.0,Urban,Y
Male,No,1.0,Graduate,No,4681,2301,253.0,360.0,1.0,Urban,Y
Male,Yes,0.0,Graduate,Yes,4407,745,88.0,360.0,1.0,Urban,Y
Female,No,0.0,Graduate,No,6397,994,232.0,360.0,1.0,Semiurban,N
Male,No,,Graduate,No,8514,1021,162.0,360.0,0.0,Rural,N
Male,Yes,1.0,Graduate,,2868,344,131.0,360.0,1.0,Urban,Y
Male,Yes,0.0,Graduate,No,5434,3047,86.0,120.0,1.0,Urban,Y
Female,No,2.0,Graduate,No,4500,3242,122.0,360.0,1.0,Rural,Y
Male,Yes,0.0,Not Graduate,Yes,5737,682,77.0,240.0,1.0,Rural,Y
Male,No,0.0,Graduate,No,7874,4156,111.0,180.0,1.0,Semiurban,N
Female,Yes,2.0,Graduate,No,3795,1169,76.0,360.0,0.0,Urban,N
Female,Yes,1.0,Graduate,No,7481,2278,58.0,360.0,1.0,Semiurban,Y
Male,Yes,0.0,Graduate,No,4756,2180,235.0,360.0,1.0,Rural,Y
Male,Yes,1.0,Graduate,Yes,9113,93,118.0,360.0,1.0,Urban,Y
Male,No,1.0,Graduate,No,3903,1443,155.0,360.0,1.0,Semiurban,Y
Male,Yes,2.0,Graduate,,8461,642,95.0,360.0,0.0,Semiurban,N
Male,Yes,2.0,Not Graduate,No,3022,185,115.0,300.0,1.0,Urban,Y
,Yes,,Graduate,No,6204,1598,75.0,300.0,0.0,Semiurban,Y
Male,Yes,0.0,Graduate,No,7551,2059,277.0,300.0,0.0,Semiurban,N
Male,No,0.0,Graduate,No,3953,850,34.0,360.0,1.0,Semiurban,Y
Female,No,0.0,Graduate,No,1712,1520,200.0,180.0,1.0,Semiurban,N
Female,Yes,0.0,Not Graduate,No,4571,3147,94.0,,1.0,Urban,Y
Female,No,1.0,Graduate,No,5765,1165,75.0,360.0,0.0,Semiurban,Y
Male,No,1.0,Graduate,No,4914,427,55.0,360.0,1.0,Semiurban,Y
Male,Yes,0.0,Graduate,,4370,2440,137.0,360.0,,Rural,N
Female,No,0.0,Graduate,No,8264,1028,188.0,240.0,1.0,Urban,N
,Yes,0.0,Graduate,No,9528,799,178.0,360.0,1.0,Urban,Y
Male,Yes,0.0,Not Graduate,No,9277,1101,102.0,360.0,0.0,Rural,N
Female,No,2.0,Not Graduate,Yes,6988,1070,114.0,360.0,1.0,Semiurban,N
Female,Yes,0.0,Not Graduate,No,7412,265,73.0,360.0,1.0,Rural,N
Female,No,1.0,Not Graduate,No,3639,1701,81.0,180.0,1.0,Urban,Y
Female,No,3.0,Graduate,No,5523,1678,234.0,360.0,1.0,Urban,N
Male,Yes,0.0,Graduate,No,5982,1125,44.0,240.0,1.0,Urban,Y
Male,No,0.0,Not Graduate,No,6502,1585,41.0,300.0,1.0,Rural,Y
Female,Yes,0.0,Not Graduate,No,6450,2156,88.0,240.0,1.0,Rural,N
Female,Yes,1.0,Not Graduate,No,5772,1661,275.0,360.0,1.0,Semiurban,Y
Male,No,1.0,Graduate,No,6952,770,130.0,360.0,1.0,Urban,Y
Male,No,0.0,Graduate,No,6322,631,376.0,360.0,1.0,Urban,N
Male,Yes,1.0,Not Graduate,No,6315,4559,,360.0,1.0,Semiurban,Y
Female,Yes,2.0,Graduate,No,4080,1691,181.0,240.0,0.0,Semiurban,N
Female,No,0.0,Not Graduate,No,3238,1222,218.0,360.0,1.0,Semiurban,N
Male,No,0.0,Graduate,No,6516,1984,342.0,360.0,1.0,Urban,Y
Male,No,2.0,Graduate,No,4665,857,92.0,360.0,0.0,Semiurban,N
Male,Yes,1.0,Graduate,,4171,2456,129.0,360.0,1.0,Urban,Y
Female,Yes,2.0,Not Graduate,No,7638,1039,116.0,300.0,0.0,Semiurban,N
Female,Yes,1.0,Graduate,No,5550,206,,360.0,0.0,Semiurban,N
Female,No,2.0,Graduate,No,10147,1284,260.0,360.0,1.0,Rural,Y
Male,Yes,0.0,Not Graduate,Yes,7279,563,260.0,360.0,1.0,Semiurban,N
Male,Yes,2.0,Graduate,No,3960,1173,91.0,360.0,1.0,Urban,Y
Male,No,3.0,Not Graduate,No,7680,1055,81.0,360.0,1.0,Urban,Y
Male,Yes,1.0,Graduate,No,6805,1818,179.0,240.0,0.0,Rural,N
Female,No,0.0,Not Graduate,No,3889,3612,68.0,360.0,0.0,Urban,N
Female,No,0.0,Graduate,No,4402,2293,191.0,360.0,1.0,Urban,Y
Female,No,0.0,Not Graduate,Yes,7519,1688,129.0,240.0,1.0,Rural,Y
Female,Yes,0.0,Not Graduate,No,2297,1500,240.0,180.0,1.0,Semiurban,N
Male,Yes,0.0,Graduate,No,1848,1729,221.0,360.0,1.0,Semiurban,Y
Female,No,1.0,Graduate,,6156,3319,138.0,240.0,1.0,Urban,Y
Female,No,1.0,Graduate,No,5950,1964,65.0,240.0,0.0,Rural,Y
Female,No,0.0,Graduate,Yes,6402,210,68.0,360.0,1.0,Urban,Y
Male,Yes,1.0,Not Graduate,No,5958,590,133.0,360.0,1.0,Urban,Y
Male,No,0.0,Graduate,No,6913,2750,164.0,300.0,1.0,Urban,N
Male,No,0.0,Graduate,No,9586,1659,109.0,360.0,1.0,Urban,Y
Female,No,0.0,Graduate,No,5716,3276,77.0,360.0,1.0,Rural,Y
Male,No,1.0,Not Graduate,No,2752,2195,111.0,360.0,1.0,Semiurban,N
Male,No,0.0,Not Graduate,No,2153,1464,241.0,360.0,1.0,Semiurban,N
,No,0.0,Graduate,No,4856,1446,111.0,360.0,1.0,Rural,Y
Male,Yes,0.0,Graduate,No,4914,847,93.0,240.0,1.0,Urban,Y
Male,Yes,2.0,Graduate,No,2987,1151,67.0,360.0,1.0,Urban,Y
Male,Yes,0.0,Graduate,No,1663,459,124.0,120.0,1.0,Semiurban,Y
Female,Yes,1.0,Graduate,No,4691,693,222.0,180.0,0.0,Semiurban,N
Male,Yes,1.0,Graduate,No,11421,556,227.0,360.0,1.0,Semiurban,Y
Female,Yes,2.0,Graduate,Yes,6787,1328,83.0,120.0,1.0,Urban,Y
Male,Yes,3.0,Graduate,No,6524,925,138.0,360.0,,Semiurban,Y
Female,Yes,0.0,Graduate,Yes,5273,296,,360.0,1.0,Urban,Y
Male,No,0.0,Graduate,No,4852,1988,106.0,300.0,1.0,Urban,Y
Male,No,2.0,Graduate,No,7091,999,123.0,120.0,1.0,Urban,Y
Female,Yes,0.0,Not Graduate,No,3163,2399,98.0,360.0,1.0,Urban,N
Male,No,1.0,Graduate,,12752,1900,17.0,360.0,1.0,Urban,Y
Male,Yes,1.0,Graduate,Yes,3281,4907,278.0,360.0,1.0,Urban,N
Male,Yes,1.0,Graduate,No,7376,1336,92.0,360.0,1.0,Rural,Y
Female,Yes,3.0,Not Graduate,,3430,861,88.0,240.0,0.0,Rural,Y
Male,Yes,3.0,Not Graduate,No,6025,684,82.0,120.0,0.0,Semiurban,N
Female,No,2.0,Graduate,No,7726,2128,53.0,360.0,1.0,Rural,Y
Male,No,0.0,Graduate,No,2484,2270,282.0,240.0,1.0,Rural,N
Male,Yes,,Graduate,No,3615,1354,128.0,360.0,1.0,Urban,Y
Male,Yes,0.0,Graduate,No,3731,1632,165.0,360.0,1.0,Semiurban,Y
Male,Yes,0.0,Graduate,No,5041,2802,154.0,360.0,1.0,Rural,Y
Male,Yes,2.0,Graduate,No,6363,2199,97.0,360.0,1.0,Semiurban,Y
Male,Yes,0.0,Graduate,No,11526,1697,127.0,360.0,1.0,Urban,Y
Male,Yes,0.0,Graduate,No,4384,478,184.0,,1.0,Semiurban,N
Female,No,0.0,Graduate,No,11195,710,57.0,360.0,1.0,Urban,Y
Male,No,2.0,Graduate,No,6681,1026,105.0,360.0,0.0,Urban,N
Male,Yes,1.0,Graduate,No,3227,1076,114.0,,1.0,Urban,Y
Female,No,1.0,Graduate,No,5284,767,95.0,,0.0,Urban,N
Male,Yes,0.0,Graduate,No,2776,693,94.0,360.0,0.0,Urban,N
Male,Yes,2.0,Not Graduate,No,4857,1110,140.0,,1.0,Rural,N
Female,Yes,2.0,Graduate,No,4703,1514,246.0,180.0,1.0,Urban,Y
Female,No,0.0,Graduate,Yes,6070,1929,161.0,300.0,1.0,Urban,Y
Male,No,0.0,Not Graduate,No,7387,272,81.0,,1.0,Urban,Y
Female,No,0.0,Graduate,No,5474,932,415.0,180.0,1.0,Semiurban,N
Male,Yes,3.0,Graduate,No,3408,308,248.0,360.0,1.0,Rural,Y
Male,No,,Graduate,,13649,1341,99.0,180.0,1.0,Urban,Y
Male,Yes,3.0,Not Graduate,No,10128,1325,250.0,360.0,1.0,Urban,Y
Female,No,0.0,Not Graduate,,11859,1244,142.0,,1.0,Semiurban,N
Male,Yes,2.0,Graduate,No,5231,1106,66.0,180.0,1.0,Semiurban,Y
,Yes,2.0,Graduate,No,6549,947,,240.0,1.0,Urban,Y
Male,Yes,1.0,Graduate,No,5099,1249,81.0,360.0,1.0,Urban,Y
Male,No,3.0,Graduate,No,6092,1963,165.0,360.0,1.0,Semiurban,Y
Male,Yes,0.0,Graduate,No,6238,1003,138.0,360.0,0.0,Urban,N
Male,No,0.0,Graduate,No,3011,505,172.0,360.0,1.0,Rural,N
Male,Yes,1.0,Graduate,No,4899,1628,293.0,360.0,1.0,Urban,N
Male,No,2.0,Not Graduate,No,8789,2280,126.0,360.0,1.0,Urban,N
Male,No,1.0,Graduate,No,8451,482,65.0,300.0,1.0,Rural,Y
Male,No,0.0,Graduate,Yes,4858,415,88.0,360.0,1.0,Rural,Y
Male,Yes,1.0,Graduate,No,6292,467,63.0,,1.0,Urban,Y
Male,Yes,0.0,Not Graduate,No,5028,1235,52.0,360.0,0.0,Rural,N
Female,Yes,0.0,Graduate,No,7513,3788,219.0,360.0,1.0,Semiurban,Y
Male,No,1.0,Graduate,No,2473,3403,135.0,,1.0,Urban,Y
Female,Yes,2.0,Graduate,No,7100,1632,119.0,300.0,1.0,Semiurban,Y
Male,Yes,0.0,Graduate,No,10430,456,100.0,360.0,1.0,Urban,Y
Male,Yes,0.0,Not Graduate,No,4059,3377,194.0,360.0,1.0,Urban,Y
Male,Yes,0.0,Graduate,No,9798,3495,,360.0,1.0,Urban,Y
Male,No,0.0,Graduate,No,6434,668,80.0,300.0,1.0,Semiurban,Y
Male,Yes,2.0,Graduate,No,5468,1354,161.0,360.0,1.0,Rural,Y
Male,No,3.0,Graduate,No,4840,2272,212.0,360.0,1.0,Urban,Y
Male,Yes,0.0,Not Graduate,No,9951,3089,145.0,360.0,1.0,Urban,Y
Male,Yes,2.0,Graduate,No,5035,1210,186.0,360.0,1.0,Semiurban,Y
Male,Yes,2.0,Graduate,No,11126,2430,65.0,,1.0,Semiurban,Y
Male,Yes,2.0,Graduate,No,10554,1747,,240.0,1.0,Rural,N
Male,Yes,0.0,Graduate,No,4523,1679,194.0,240.0,1.0,Urban,N
Male,No,3.0,Not Graduate,No,5208,1572,170.0,360.0,,Semiurban,N
Female,Yes,0.0,Graduate,No,2091,3906,,360.0,1.0,Urban,Y
Male,No,0.0,Not Graduate,,5550,1412,109.0,240.0,1.0,Semiurban,Y
Female,Yes,0.0,Not Graduate,No,5867,1904,72.0,360.0,1.0,Urban,Y
Male,Yes,0.0,Graduate,No,9203,3921,63.0,360.0,1.0,Urban,Y
Male,No,0.0,Graduate,Yes,10809,2000,57.0,240.0,1.0,Semiurban,Y
,Yes,0.0,Graduate,No,7827,893,160.0,360.0,1.0,Rural,N
Female,Yes,0.0,Graduate,No,8868,1304,102.0,300.0,0.0,Semiurban,Y
Male,Yes,2.0,Graduate,No,5206,722,259.0,180.0,1.0,Rural,N
Male,Yes,2.0,Graduate,Yes,3106,1287,232.0,360.0,,Urban,N
Female,No,0.0,Graduate,Yes,6428,1211,,360.0,1.0,Semiurban,Y
Female,Yes,2.0,Graduate,No,9134,1015,173.0,120.0,1.0,Semiurban,Y
Male,No,2.0,Graduate,No,1277,1573,87.0,,1.0,Semiurban,N
Male,No,2.0,Graduate,,5994,333,96.0,300.0,0.0,Rural,N
Male,Yes,,Graduate,No,2247,4483,,120.0,1.0,Rural,Y
,No,1.0,Graduate,No,3903,1229,71.0,180.0,1.0,Semiurban,Y
Male,Yes,3.0,Not Graduate,Yes,6103,1358,121.0,180.0,1.0,Semiurban,N
Male,No,1.0,Graduate,No,10888,3339,210.0,240.0,0.0,Rural,N
Male,Yes,0.0,Not Graduate,No,5723,1981,117.0,360.0,0.0,Urban,N
Female,No,1.0,Graduate,No,7600,996,85.0,360.0,1.0,Rural,Y
Male,Yes,1.0,Graduate,No,6400,1104,117.0,180.0,1.0,Rural,Y
Male,Yes,1.0,Graduate,No,4016,2736,140.0,180.0,1.0,Semiurban,Y
Female,No,0.0,Graduate,No,6966,2991,98.0,300.0,0.0,Semiurban,N
Female,No,0.0,Graduate,No,3064,915,121.0,360.0,1.0,Urban,Y
Male,Yes,2.0,Graduate,Yes,5686,3287,411.0,300.0,1.0,Urban,N
Male,Yes,2.0,Graduate,No,9867,361,56.0,240.0,0.0,Semiurban,Y
Male,No,0.0,Graduate,No,6180,3578,35.0,360.0,,Urban,Y
Male,No,3.0,Graduate,,6401,1768,135.0,360.0,1.0,Semiurban,Y
Male,No,,Not Graduate,No,4854,3260,157.0,120.0,1.0,Rural,Y
Male,No,1.0,Graduate,No,2566,2125,118.0,360.0,1.0,Urban,Y
Male,No,2.0,Graduate,No,5113,961,74.0,300.0,1.0,Urban,Y
Male,No,2.0,Graduate,No,8261,1277,257.0,120.0,1.0,Semiurban,N
Male,Yes,3.0,Not Graduate,No,6767,989,130.0,360.0,1.0,Urban,Y
Male,Yes,0.0,Not Graduate,No,3154,778,138.0,360.0,1.0,Semiurban,Y
Male,No,2.0,Graduate,No,2185,1922,192.0,360.0,1.0,Semiurban,Y
Male,No,0.0,Not Graduate,No,3994,261,115.0,300.0,0.0,Urban,N
Male,Yes,2.0,Graduate,No,5137,1219,110.0,360.0,1.0,Urban,N
Female,Yes,2.0,Graduate,No,5307,1473,257.0,300.0,1.0,Rural,Y
Male,No,1.0,Not Graduate,No,5339,274,47.0,360.0,1.0,Urban,Y
Female,Yes,0.0,Not Graduate,Yes,5697,1736,152.0,360.0,1.0,Semiurban,Y
Female,Yes,2.0,Graduate,No,6868,2120,145.0,180.0,0.0,Rural,N
Male,Yes,0.0,Not Graduate,No,4701,1910,102.0,360.0,1.0,Rural,Y
Male,Yes,0.0,Graduate,No,3582,1891,118.0,360.0,1.0,Urban,Y
Male,Yes,2.0,Not Graduate,No,7221,1501,246.0,300.0,0.0,Semiurban,N
Male,Yes,0.0,Graduate,No,8349,607,81.0,360.0,1.0,Semiurban,Y
Female,Yes,2.0,Graduate,No,4355,64,186.0,360.0,1.0,Semiurban,Y
